title,overview,genre_list,crew_list,cast_list,original_language,comp_list,comb
Crooklyn,"From Spike Lee comes this vibrant semi-autobiographical portrait of a school-teacher, her stubborn jazz-musician husband and their five kids living in '70s Brooklyn.",Comedy Drama ,Spike Lee,Alfre Woodard Delroy Lindo David Patrick Kelly ,en,UniversalPictures 40Acres&AMuleFilmworks ,Comedy Drama Alfre Woodard Delroy Lindo David Patrick Kelly Spike Leeen
I Think I Love My Wife,"Richard Cooper (Rock) is a married man and father of two who is just plain bored with married life. Not getting any sex from his wife, he resorts to ogling random women on the street to the point he takes lunch late to look at them. When old crush Nikki Tru (Kerry Washington) visits his office to get a reference letter, she becomes obsessed with Cooper and they begin a complicated relationship.",Comedy Romance ,Chris Rock,Chris Rock Kerry Washington Gina Torres ,en,FoxSearchlightPictures ,Comedy Romance Chris Rock Kerry Washington Gina Torres Chris Rocken
Jason X,"In the year 2455, Old Earth is now a contaminated planet abandoned for centuries -- a brown world of violent storms, toxic landmasses and poisonous seas. Yet humans have returned to the deadly place that they once fled, not to live, but to research the ancient, rusting artifacts of the long-gone civilizations. But it's not the harmful environment that could prove fatal to the intrepid, young explorers who have just landed on Old Earth. For them, it's Friday the 13th, and Jason lives!",Horror Science Fiction ,James Isaac,Kane Hodder Lexa Doig Chuck Campbell ,en,NewLineCinema SeanS.CunninghamFilms CrystalLakeEntertainment ,Horror Science Fiction Kane Hodder Lexa Doig Chuck Campbell James Isaacen
Bobby,"In 1968 the lives of a retired doorman, hotel manager, lounge singer, busboy, beautician and others intersect in the wake of Robert F. Kennedy's assassination at the Ambassador Hotel in Los Angeles.",History Drama ,Emilio Estevez,Anthony Hopkins Heather Graham Ashton Kutcher ,en,TheWeinsteinCompany BoldFilms HollyWiersmaProductions ,History Drama Anthony Hopkins Heather Graham Ashton Kutcher Emilio Estevezen
Head Over Heels,"Ordinary single girl Amanda Pierce (Monica Potter) unexpectedly finds herself sharing an awesome Manhattan apartment with four sexy supermodels. Determined to bring Amanda into their world, the models give her the ultimate makeover. The plan works fabulously as Amanda connects with next door charmer Jim Winston (Freddie Prinze, Jr.). That is, until one night...",Comedy Romance ,Mark Waters,Monica Potter Freddie Prinze Jr. Shalom Harlow ,en,UniversalStudios ,Comedy Romance Monica Potter Freddie Prinze Jr. Shalom Harlow Mark Watersen
Fun Size,"Wren is invited to a Halloween party by her crush, Aaron Riley, but she is also forced by her mother to take her oddball little brother Albert with her when she goes out trick-or-treating on Halloween. When she goes to the party instead, she loses him and must find him before her mother finds out.",Comedy ,Josh Schwartz,Victoria Justice Jackson Nicoll Chelsea Handler ,en,ParamountPictures NickelodeonMovies AnonymousContent FakeEmpire ,Comedy Victoria Justice Jackson Nicoll Chelsea Handler Josh Schwartzen
The Diving Bell and the Butterfly,"Elle France editor Jean-Dominique Bauby, who, in 1995 at the age of 43, suffered a stroke that paralyzed his entire body, except his left eye. Using that eye to blink out his memoir, Bauby eloquently described the aspects of his interior world, from the psychological torment of being trapped inside his body to his imagined stories from lands he'd only visited in his mind.",Drama ,Julian Schnabel,Mathieu Amalric Emmanuelle Seigner Marie-Josée Croze ,fr,France3Cinéma TheKennedy/MarshallCompany PathéRennProductions BanquesPopulaireImage7 Canal+ CinéCinéma C.R.R.A.V.NordPasdeCalais RégionNord-Pas-de-Calais ,Drama Mathieu Amalric Emmanuelle Seigner Marie-Josée Croze Julian Schnabelfr
Little Children,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations.",Romance Drama ,Todd Field,Kate Winslet Patrick Wilson Jennifer Connelly ,en,NewLineCinema StandardFilmCompany BonaFideProductions ,Romance Drama Kate Winslet Patrick Wilson Jennifer Connelly Todd Fielden
Gossip,"On a beautiful college campus, something ugly is about to be spread around. A bit of gossip that was told is starting to take a frightening turn. Who could it have offended and how far will the person on the other side of the gossip handle the embarrassing situation.",Drama Mystery Thriller ,Davis Guggenheim,Joshua Jackson James Marsden Kate Hudson ,en,VillageRoadshowPictures NPVEntertainment WarnerBros. OutlawProductions(I) ,Drama Mystery Thriller Joshua Jackson James Marsden Kate Hudson Davis Guggenheimen
A Walk on the Moon,The world of a young housewife is turned upside down when she has an affair with a free-spirited blouse salesman.,Drama Romance ,Tony Goldwyn,Diane Lane Viggo Mortensen Liev Schreiber ,en,MiramaxFilms VillageRoadshowPictures GrouchoIIFilmPartnership Punch21Productions ,Drama Romance Diane Lane Viggo Mortensen Liev Schreiber Tony Goldwynen
Catch a Fire,"The true story of anti-apartheid activists in South Africa, and particularly the life of Patrick Chamusso, a timid foreman at Secunda CTL, the largest synthetic fuel plant in the world. Patrick is wrongly accused, imprisoned and tortured for an attempt to bomb the plant, with the injustice transforming the apolitical worker into a radicalised insurgent, who then carries out his own successful sabotage mission.",Action Drama Thriller ,Phillip Noyce,Tim Robbins Derek Luke Bonnie Henna ,en,MirageEnterprises StudioCanal WorkingTitleFilms ,Action Drama Thriller Tim Robbins Derek Luke Bonnie Henna Phillip Noyceen
Soul Survivors,"A female collage co-ed freshman who was involved in a fatal car crash discovers she may not have survived the tragedy after all when she becomes caught between the world of the living and the dead A sort of limbo state of being between both the real and the spirit worlds in which the ghosts of the afterlife want to collect her, or even worse, use her body in its transition state to enter our world",Horror Mystery Thriller ,Stephen Carpenter,Eliza Dushku Melissa Sagemiller Wes Bentley ,en,,Horror Mystery Thriller Eliza Dushku Melissa Sagemiller Wes Bentley Stephen Carpenteren
Jefferson in Paris,"His wife having recently died, Thomas Jefferson accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. In Paris, he becomes smitten with cultured artist Maria Cosway, but, when his daughter visits from Virginia accompanied by her attractive slave, Sally Hemings, Jefferson's attentions are diverted.",Drama Romance ,James Ivory,Nick Nolte Greta Scacchi Thandie Newton ,en,MerchantIvoryProductions TouchstonePictures ,Drama Romance Nick Nolte Greta Scacchi Thandie Newton James Ivoryen
Easy Virtue,"A young Englishman marries a glamorous American. When he brings her home to meet the parents, she arrives like a blast from the future - blowing their entrenched British stuffiness out the window.",Comedy Romance ,Stephan Elliott,Jessica Biel Ben Barnes Kristin Scott Thomas ,en,BBCFilms EndgameEntertainment EalingStudios FragileFilms OdysseyEntertainment Prescience JoeAbramsProductions ,Comedy Romance Jessica Biel Ben Barnes Kristin Scott Thomas Stephan Elliotten
Caravans,"This epic adventure-drama based on James Michener's best-selling novel concerns a young American embassy official who is sent into the Middle-Eastern desert to find the missing daughter of a US Senator. The young woman has left her husband, a Colonel in the Shadom - she was his number two wife - and has opted for the lifestyle of a nomadic tribe. When the diplomat locates the girl he joins the caravan and attempts to persuade the girl to return.",Action Adventure Drama Romance ,James Fargo,Anthony Quinn Jennifer O'Neill Michael Sarrazin ,en,UniversalPictures IbexFilms FIDCI ,Action Adventure Drama Romance Anthony Quinn Jennifer O'Neill Michael Sarrazin James Fargoen
Mr. Turner,"Eccentric British painter J.M.W. Turner  lives his last 25 years with gusto and secretly becomes involved with a seaside landlady, while his faithful housekeeper bears an unrequited love for him.",History Drama ,Mike Leigh,Timothy Spall Dorothy Atkinson Marion Bailey ,en,Film4 LipsyncProductions ThinManFilms FocusFeaturesInternational(FFI) France3Cinema XofaProductions Untitled13 ,History Drama Timothy Spall Dorothy Atkinson Marion Bailey Mike Leighen
Wild Grass,"Marguerite loses her wallet, and it's found by Georges, a seemingly happy head of family. As he looks through the wallet and examines the photos of Marguerite, he finds he's fascinated with her and her life, and soon his curiosity about her becomes an obsession.",Drama Romance ,Alain Resnais,André Dussollier Sabine Azéma Emmanuelle Devos ,fr,France2Cinéma BIMDistribuzione CentreNationaldelaCinématographie Eurimages Canal+ StudioCanal TPSStar RégionIle-de-France FCommeFilm Cinémage3 ,Drama Romance André Dussollier Sabine Azéma Emmanuelle Devos Alain Resnaisfr
Amen.,"The film ""Amen."" examines the links between the Vatican and Nazi Germany. The central character is Kurt Gerstein, a member of the Institute for Hygiene of the Waffen-SS who is horrified by what he sees in the death camps. Moreover, he is shocked to learn that the process he used to purify water for his troops, by using zyklon, served as a basis to kill people in gas chambers.",Drama History ,Costa-Gavras,Ulrich Tukur Mathieu Kassovitz Ulrich Mühe ,fr,RennProductions TF1FilmsProduction Canal+ K.GProductions KCMedien Katharina ,Drama History Ulrich Tukur Mathieu Kassovitz Ulrich Mühe Costa-Gavrasfr
Reign of Assassins,"Set in ancient China, Zeng Jing is a skilled assassin who finds herself in possession of a mystical Buddhist monk's remains. She begins a quest to return the remains to its rightful resting place, and thus places herself in mortal danger because a team of assassins is in a deadly pursuit to possess the remains which holds an ancient power-wielding secret.",History Action ,John Woo,Michelle Yeoh Jung Woo-sung Wang Xue-qi ,zh,LionRockProductions MediaAsiaFilms BeijingGallopHorseFilm&TVProduction LumiereMotionPictureCompany BeijingHeguchuanTV&Film StellarEntertainment ,History Action Michelle Yeoh Jung Woo-sung Wang Xue-qi John Woozh
The Lucky Ones,"The story revolves around three soldiers — Colee, T.K. and Cheaver — who return from the Iraq War after suffering injuries and learn that life has moved on without them. They end up on an unexpected road trip across the U.S.",Comedy Drama History ,Neil Burger,Tim Robbins Rachel McAdams Michael Peña ,en,,Comedy Drama History Tim Robbins Rachel McAdams Michael Peña Neil Burgeren
Margaret,"A young woman witnesses a bus accident, and is caught up in the aftermath, where the question of whether or not it was intentional affects many people's lives.",Drama ,Kenneth Lonergan,Anna Paquin Matt Damon Mark Ruffalo ,en,FoxSearchlightPictures ScottRudinProductions MirageEnterprises GilbertFilms ,Drama Anna Paquin Matt Damon Mark Ruffalo Kenneth Lonerganen
Stan Helsing,"It's Halloween night and video store clerk Stan Helsing just got stuck with a last minute request to deliver some videos. With his best friend, his best friend's date, and a smoking hot ex-girlfriend waiting to go to a party, Stan convinces them to take a side trip to Stormy Night Estates for the drop. But the group gets locked inside and Stan discovers he's actually Stan Van Helsing, descendan",Comedy Horror ,Bo Zenga,Diora Baird Leslie Nielsen Steve Howey ,en,InsightProductions ,Comedy Horror Diora Baird Leslie Nielsen Steve Howey Bo Zengaen
Flipped,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",Romance Drama ,Rob Reiner,Madeline Carroll Callan McAuliffe Rebecca De Mornay ,en,Reiner/GreismanProductions ,Romance Drama Madeline Carroll Callan McAuliffe Rebecca De Mornay Rob Reineren
Brokeback Mountain,Brokeback Mountain is an Ang Lee film about two modern day cowboys who meet on a shepherding job in the summer of ’63. The two share a raw and powerful summer together that turns into a life long relationship conflicting with the lives they are supposed to live.,Drama Romance ,Ang Lee,Heath Ledger Jake Gyllenhaal Randy Quaid ,en,RiverRoadEntertainment AlbertaFilmEntertainment FocusFeatures GoodMachine ,Drama Romance Heath Ledger Jake Gyllenhaal Randy Quaid Ang Leeen
Clueless,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",Comedy Drama Romance ,Amy Heckerling,Alicia Silverstone Stacey Dash Brittany Murphy ,en,ParamountPictures ,Comedy Drama Romance Alicia Silverstone Stacey Dash Brittany Murphy Amy Heckerlingen
Far from Heaven,"In 1950s Connecticut, a housewife faces a marital crisis and mounting racial tensions in the outside world.",Drama Romance ,Todd Haynes,Julianne Moore Dennis Quaid Dennis Haysbert ,en,ClearBlueSkyProductions ,Drama Romance Julianne Moore Dennis Quaid Dennis Haysbert Todd Haynesen
Hot Tub Time Machine 2,"When Lou, who has become the ""father of the Internet,"" is shot by an unknown assailant, Jacob and Nick fire up the time machine again to save their friend.",Comedy ,Steve Pink,Rob Corddry Craig Robinson Clark Duke ,en,ParamountPictures UnitedArtists Metro-Goldwyn-Mayer(MGM) ,Comedy Rob Corddry Craig Robinson Clark Duke Steve Pinken
Quills,"A nobleman with a literary flair, the Marquis de Sade lives in a madhouse where a beautiful laundry maid smuggles his erotic stories to a printer, defying orders from the asylum's resident priest. The titillating passages whip all of France into a sexual frenzy, until a fiercely conservative doctor tries to put an end to the fun.",Drama ,Philip Kaufman,Geoffrey Rush Kate Winslet Joaquin Phoenix ,en,FoxSearchlightPictures IndustryEntertainment Walrus&Associates HollywoodPartners CharentonProductions ,Drama Geoffrey Rush Kate Winslet Joaquin Phoenix Philip Kaufmanen
Seven Psychopaths,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,Comedy Crime ,Martin McDonagh,Colin Farrell Sam Rockwell Woody Harrelson ,en,BlueprintPictures CBSFilms BritishFilmInstitute(BFI) Film4 ,Comedy Crime Colin Farrell Sam Rockwell Woody Harrelson Martin McDonaghen
The Caveman's Valentine,"In this spine-tingling and visually stunning thriller, Academy AwardÂ®-nominee Samuel L. Jackson (Unbreakable, Shaft, Pulp Fiction delivers a ""full-throttle performance"" (People) as Romulus Ledbetter, a misunderstood musician turned recluse, hiding from personal demons in a New York City cave.  When Romulus finds the frozen body of a young drifter in a tree, the authorities - including his police officer daughter (Aunjanne Ellis) - claim the death is accidental. Romulus is convinced the man was murdered by prominent art photographer David Leppenraub (Colm Feore). But how can he prove he's right when everyone thinks he's insane?",Drama Mystery Thriller ,Kasi Lemmons,Samuel L. Jackson Colm Feore Ann Magnuson ,en,FranchisePictures FocusFeatures JerseyShore ,Drama Mystery Thriller Samuel L. Jackson Colm Feore Ann Magnuson Kasi Lemmonsen
Downfall,"In April of 1945, Germany stands at the brink of defeat with the Russian Army closing in from the east and the Allied Expeditionary Force attacking from the west. In Berlin, capital of the Third Reich, Adolf Hitler proclaims that Germany will still achieve victory and orders his generals and advisers to fight to the last man. When the end finally does come, and Hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the Battle of Berlin, and lay down their arms in surrender.",Drama History War ,Oliver Hirschbiegel,Bruno Ganz Alexandra Maria Lara Corinna Harfouch ,de,DegetoFilm EOSEntertainment RaiCinema ÖsterreichischerRundfunk(ORF) ConstantinFilmProduktion WestdeutscherRundfunk(WDR) NorddeutscherRundfunk(NDR) ,Drama History War Bruno Ganz Alexandra Maria Lara Corinna Harfouch Oliver Hirschbiegelde
The Sea Inside,"The Sea Inside is about Spaniard Ramón Sampedro, who fought a 30-year campaign to win the right to end his life with dignity. It is the story of Ramón’s relationships with two women: Julia a lawyer who supports his cause, and Rosa, a local woman who wants to convince him that life is worth living.",Drama ,Alejandro Amenábar,Javier Bardem Belén Rueda Lola Dueñas ,es,CanalPlus Sogecine Himenóptero Eurimages TelevisiónEspañola(TVE) UnionGénéraleCinématographique(UGC) TelevisióndeGalicia(TVG)S.A. MinisteriodeCultura Sogepaq EyescreenS.r.l. Filmanova ,Drama Javier Bardem Belén Rueda Lola Dueñas Alejandro Amenábares
Under the Skin,"Jonathan Glazer's atmospheric, visually arresting abstraction stars Scarlett Johansson as a seductive alien who prowls the streets of Glasgow in search of prey: unsuspecting men who fall under her spell, only to be consumed by a strange liquid pool.",Thriller Science Fiction Drama ,Jonathan Glazer,Scarlett Johansson Kryštof Hádek Paul Brannigan ,en,ScottishScreen UKFilmCouncil FilmNationEntertainment NickWechslerProductions CreativeScotland BritishFilmInstitute Film4 SilverReel JWFilms A24 ,Thriller Science Fiction Drama Scarlett Johansson Kryštof Hádek Paul Brannigan Jonathan Glazeren
"Good Morning, Vietnam","Radio funny man Adrian Cronauer is sent to Vietnam to bring a little comedy back into the lives of the soldiers. After setting up shop, Cronauer delights the G.I.s but shocks his superior officer, Sergeant Major Dickerson, with his irreverent take on the war. While Dickerson attempts to censor Cronauer's broadcasts, Cronauer pursues a relationship with a Vietnamese girl named Trinh, who shows him the horrors of war first-hand.",Comedy Drama War ,Barry Levinson,Robin Williams Forest Whitaker Tung Thanh Tran ,en,SilverScreenPartnersIII TouchstonePictures ,Comedy Drama War Robin Williams Forest Whitaker Tung Thanh Tran Barry Levinsonen
The Last Godfather,"Young-goo the son of mafia boss Don Carini, is too foolish to be part of the mafia elite. One day, Young-goo comes to his father and is trained by Tony V to be his father's successor. A few days later, Young-goo accidentally rescues Nancy, the only daughter of Don Bonfante, the boss of a rival mafia family. But Vinnie, an under-boss of the Bonfante family kidnapped her and fabricates that Young-goo has taken her. Vinnie's behavior provokes an armed conflict between the two families.",Action Comedy Thriller ,Shim Hyung-Rae,Harvey Keitel Jason Mewes Blake Clark ,en,,Action Comedy Thriller Harvey Keitel Jason Mewes Blake Clark Shim Hyung-Raeen
Justin Bieber: Never Say Never,"Tells the story of Justin Bieber, the kid from Canada with the hair, the smile and the voice: It chronicles his unprecedented rise to fame, all the way from busking in the streets of Stratford, Canada to putting videos on YouTube to selling out Madison Square Garden in New York as the headline act during the My World Tour from 2010. It features Usher, Scooter Braun, Ludacris, Sean Kingston, Antonio ""L.A."" Reid, Boyz II Men, Miley Cyrus, Jaden Smith, Justin's family members and parts of his crew and huge fanbase in a mix of interviews and guest performances. It was released in 3D in theaters all around the world and is the highest grossing concert movie of all time, beating the previous record held by Michael Jackson's This Is It from 2009.",Documentary Music Family ,Jon M. Chu,Justin Bieber Miley Cyrus Usher Raymond ,en,InsurgePictures MagicalElvesProductions ScooterBraunFilms ,Documentary Music Family Justin Bieber Miley Cyrus Usher Raymond Jon M. Chuen
Black Swan,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.",Drama Thriller ,Darren Aronofsky,Natalie Portman Mila Kunis Vincent Cassel ,en,FoxSearchlightPictures DuneEntertainment ProtozoaPictures CrossCreekPictures ,Drama Thriller Natalie Portman Mila Kunis Vincent Cassel Darren Aronofskyen
The Godfather: Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",Drama Crime ,Francis Ford Coppola,Al Pacino Robert Duvall Diane Keaton ,en,ParamountPictures TheCoppolaCompany ,Drama Crime Al Pacino Robert Duvall Diane Keaton Francis Ford Coppolaen
Save the Last Dance,"A white midwestern girl moves to Chicago, where her new boyfriend is a black teen from the South Side with a rough, semi-criminal past.",Drama Family Romance Music ,Thomas Carter,Julia Stiles Sean Patrick Thomas Kerry Washington ,en,MTVFilms Cort/MaddenProductions ,Drama Family Romance Music Julia Stiles Sean Patrick Thomas Kerry Washington Thomas Carteren
A Nightmare on Elm Street 4: The Dream Master,"Dream demon Freddy Krueger is resurrected from his apparent demise, and rapidly tracks down and kills the remainder of the Elm Street kids. However, Kristen, who can draw others into her dreams, wills her special ability to her friend Alice. Alice soon realizes that Freddy is taking advantage of that unknown power to pull a new group of children into his foul domain.",Horror Thriller ,Renny Harlin,Robert Englund Tuesday Knight Ken Sagoes ,en,NewLineCinema ,Horror Thriller Robert Englund Tuesday Knight Ken Sagoes Renny Harlinen
Miracles from Heaven,A faith based movie. A young girl suffering from a rare digestive disorder finds herself miraculously cured after surviving a terrible accident. Based on the book 'Three Miracles From Heaven' by Christy Beam.,Drama ,Patricia Riggen,Jennifer Garner Kylie Rogers Martin Henderson ,en,TriStarPictures SonyPicturesEntertainment ,Drama Jennifer Garner Kylie Rogers Martin Henderson Patricia Riggenen
"Dude, Where’s My Car?","Jesse and Chester, two bumbling stoners, wake up one morning from a night of partying and cannot remember where they parked their car. They encounter a variety of people while looking for it, including their angry girlfriends, an angry street gang, a transexual stripper, a cult of alien seeking fanatics, and aliens in human form looking for a mystical device that could save or destroy the world.",Comedy ,Danny Leiner,Ashton Kutcher Seann William Scott Kristy Swanson ,en,TwentiethCenturyFoxFilmCorporation AlconEntertainment ,Comedy Ashton Kutcher Seann William Scott Kristy Swanson Danny Leineren
Young Guns,"A group of young gunmen, led by Billy the Kid, become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far, they become the hunted.",Crime Action Adventure Drama Western ,Christopher Cain,Emilio Estevez Kiefer Sutherland Lou Diamond Phillips ,en,TwentiethCenturyFoxFilmCorporation MorganCreekProductions ,Crime Action Adventure Drama Western Emilio Estevez Kiefer Sutherland Lou Diamond Phillips Christopher Cainen
St. Vincent,"A young boy whose parents just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic, war veteran who lives next door.",Comedy ,Theodore Melfi,Bill Murray Melissa McCarthy Naomi Watts ,en,TheWeinsteinCompany CrescendoProductions CherninEntertainment GoldenlightFilms ,Comedy Bill Murray Melissa McCarthy Naomi Watts Theodore Melfien
About Last Night,"A modern reimagining of the classic romantic comedy, this contemporary version closely follows new love for two couples as they journey from the bar to the bedroom and are eventually put to the test in the real world.",Comedy Romance ,Steve Pink,Kevin Hart Michael Ealy Regina Hall ,en,"ScreenGems,Inc. RainforestFilms OliveBridgeEntertainment ",Comedy Romance Kevin Hart Michael Ealy Regina Hall Steve Pinken
10 Things I Hate About You,"Bianca, a tenth grader, has never gone on a date, but she isn't allowed to go out with boys until her older sister Kat gets a boyfriend. The problem is, Kat rubs nearly everyone the wrong way. But Bianca and the guy she has her eye on, Joey, are eager, so Joey fixes Kat up with Patrick, a new kid in town just bitter enough for Kat.",Comedy Romance Drama ,Gil Junger,Heath Ledger Julia Stiles Joseph Gordon-Levitt ,en,MadChance JaretEntertainment TouchstonePictures ,Comedy Romance Drama Heath Ledger Julia Stiles Joseph Gordon-Levitt Gil Jungeren
The New Guy,"Nerdy high school senior Dizzy Harrison has finally gotten lucky -- after purposely getting expelled, he takes lessons in 'badass cool' from a convict and enrolls at a new school. But can he keep up the ruse?",Comedy Family ,Ed Decter,DJ Qualls Eliza Dushku Zooey Deschanel ,en,RevolutionStudios FrontierPictures BedlamPictures ,Comedy Family DJ Qualls Eliza Dushku Zooey Deschanel Ed Decteren
National Lampoon's Loaded Weapon 1,"An LA detective is murdered because she has microfilm with the recipe to make cocaine cookies. A ""Lethal Weapon"" style cop team tries to find and stop the fiends before they can dope the nation by distributing their wares via the ""Wilderness Girls"" cookie drive.",Comedy ,Gene Quintano,Emilio Estevez Samuel L. Jackson Jon Lovitz ,en,NewLineCinema ,Comedy Emilio Estevez Samuel L. Jackson Jon Lovitz Gene Quintanoen
The Shallows,"An injured surfer stranded on a buoy needs to get back to shore, but the great white shark stalking her might have other ideas.",Horror Drama Thriller ,Jaume Collet-Serra,Blake Lively Óscar Jaenada Angelo Josue Lozano Corzo ,en,ColumbiaPictures OmbraFilms WeimaranerRepublicPictures ,Horror Drama Thriller Blake Lively Óscar Jaenada Angelo Josue Lozano Corzo Jaume Collet-Serraen
The Butterfly Effect,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",Science Fiction Thriller ,Eric Bress,Ashton Kutcher Melora Walters Amy Smart ,en,NewLineCinema FilmEngine KatalystFilms BenderSpink ProvinceofBritishColumbiaProductionServicesTaxCredit ,Science Fiction Thriller Ashton Kutcher Melora Walters Amy Smart Eric Bressen
Snow Day,"When a school in upstate New York is snowed in, a group of students hi-jack a plow to keep the school closed..",Comedy Family ,Chris Koch,Chevy Chase Chris Elliott Jean Smart ,en,ParamountPictures NickelodeonMovies ,Comedy Family Chevy Chase Chris Elliott Jean Smart Chris Kochen
This Christmas,"This year Christmas with the Whitfields promises to be one they will never forget. All the siblings have come home for the first time in years and they've brought plenty of baggage with them. As the Christmas tree is trimmed and the lights are hung, secrets are revealed and family bonds are tested. As their lives converge, they join together and help each other discover the true meaning of family.",Comedy Drama ,Preston A. Whitmore II,Loretta Devine Delroy Lindo Idris Elba ,en,ScreenGems ,Comedy Drama Loretta Devine Delroy Lindo Idris Elba Preston A. Whitmore IIen
Baby Geniuses,"Scientist hold talking, super-intelligent babies captive, but things take a turn for the worse when a mix-up occurs between a baby genius and its twin.",Science Fiction Comedy Family ,Bob Clark,Kathleen Turner Christopher Lloyd Kim Cattrall ,en,TriStarPictures CrystalSkyWorldwide Triumph ,Science Fiction Comedy Family Kathleen Turner Christopher Lloyd Kim Cattrall Bob Clarken
The Big Hit,"Affable hit man Melvin Smiley is constantly being scammed by his cutthroat colleagues in the life-ending business. So, when he and his fellow assassins kidnap the daughter of an electronics mogul, it's naturally Melvin who takes the fall when their prime score turns sour. That's because the girl is the goddaughter of the gang's ruthless crime boss. But, even while dodging bullets, Melvin has to keep his real job secret from his unsuspecting fiancée, Pam.",Action Adventure Comedy Thriller ,Kirk Wong,Mark Wahlberg Lou Diamond Phillips Christina Applegate ,en,TriStarPictures ,Action Adventure Comedy Thriller Mark Wahlberg Lou Diamond Phillips Christina Applegate Kirk Wongen
Harriet the Spy,"When the secret notebook of a young girl who fancies herself a spy is found by her friends, her speculations make her very unpopular! Can she win her friends back?",Comedy Drama Family ,Bronwen Hughes,Michelle Trachtenberg Rosie O'Donnell J. Smith-Cameron ,en,ParamountPictures RastarPictures NickelodeonMovies ,Comedy Drama Family Michelle Trachtenberg Rosie O'Donnell J. Smith-Cameron Bronwen Hughesen
Child's Play 2,"Chuckie's back as the doll possessed by the soul of a serial killer, butchering all who stand in his way of possessing the body of a boy.",Drama Horror ,John Lafia,Alex Vincent Jenny Agutter Gerrit Graham ,en,UniversalPictures ,Drama Horror Alex Vincent Jenny Agutter Gerrit Graham John Lafiaen
No Good Deed,"Terri is a devoted wife and mother of two, living an ideal suburban life in Atlanta when Colin, a charming but dangerous escaped convict, shows up at her door claiming car trouble. Terri offers her phone to help him but soon learns that no good deed goes unpunished as she finds herself fighting for survival when he invades her home and terrorizes her family.",Crime Thriller ,Sam Miller,Idris Elba Taraji P. Henson Leslie Bibb ,en,WillPackerProductions ,Crime Thriller Idris Elba Taraji P. Henson Leslie Bibb Sam Milleren
The Mist,"After a violent storm, a dense cloud of mist envelops a small Maine town, trapping artist David Drayton and his five-year-old son in a local grocery store with other people. They soon discover that the mist conceals deadly horrors that threaten their lives, and worse, their sanity.",Science Fiction Horror Thriller ,Frank Darabont,Thomas Jane Marcia Gay Harden Laurie Holden ,en,DarkwoodsProductions DimensionFilms ,Science Fiction Horror Thriller Thomas Jane Marcia Gay Harden Laurie Holden Frank Darabonten
Ex Machina,"Caleb, a 26 year old coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",Drama Science Fiction ,Alex Garland,Domhnall Gleeson Alicia Vikander Oscar Isaac ,en,DNAFilms UniversalPicturesInternational(UPI) Film4 A24 ,Drama Science Fiction Domhnall Gleeson Alicia Vikander Oscar Isaac Alex Garlanden
Being John Malkovich,"Spike Jonze’s debut feature film is a love story mix of comedy and fantasy. The story is about an unsuccessful puppeteer named Craig, who one day at work finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters it’s mad and controlling world of overtaking another human body.",Fantasy Drama Comedy ,Spike Jonze,John Cusack Cameron Diaz Catherine Keener ,en,GramercyPictures PropagandaFilms SingleCellPictures ,Fantasy Drama Comedy John Cusack Cameron Diaz Catherine Keener Spike Jonzeen
Two Can Play That Game,"Vivica A. Fox sizzles as a woman scorned who plans to get her man back by any means necessary. In this comedy about players and those who ""get played."" As corporate overachiever and all-around fly chick Shanté Smith, Fox thinks she's got the goods to keep her slickster boyfriend (Morris Chestnut) from straying - until he discovers a greener pasture, Shanté's archrival (Gabrielle Union)",Comedy Romance ,Mark Brown,Vivica A. Fox Morris Chestnut Anthony Anderson ,en,ScreenGems ,Comedy Romance Vivica A. Fox Morris Chestnut Anthony Anderson Mark Brownen
